Station, Sample, Depth,   Salinity,    Temp, d13C-DIC,  DIC,   ALK
BATS, 2009-06-11,10,36.704,24.82,0.885,2072.85,2398.3
BATS, 2009-07-15,10,36.251,26.78,   NaN,2048.39,2370.82
BATS, 2009-08-15,10,36.344,28.56,0.985,2031.42,2373.82
BATS, 2009-09-12,1,36.396,28.32,   NaN,2034.73,2380.88
BATS, 2009-09-12,10,36.432,28.15,0.985,2036.65,2380.01
BATS, 2009-10-08,1,36.424,26.9,   NaN,2034.22,2379.79
BATS, 2009-10-08,10,36.425,26.9,   NaN,2032.8,2380.97
BATS, 2009-11-08,10,36.354,24.75,0.996,2034.6,2378.57
BATS, 2009-12-08,10,36.521,22.92,0.945,2053.36,2387.46
BATS, 2010-02-05,10,36.625,19.11,0.776,2086.15,2393.84
BATS, 2010-02-24,10,36.644,18.96,0.751,2089.12,2395.17
BATS, 2010-03-25,10,36.61,18.89,0.834,2073.58,2389.84
BATS, 2010-04-22,10,36.739,20.15,0.819,2080.83,2403.08
BATS, 2010-05-14,10,36.673,20.29,0.894,2081.22,2398.255
BATS, 2010-06-23,10,36.704,24.45,0.905,2077.1,2399.245
BATS, 2010-07-24,10,36.909,28.47,0.947,2067.55,2414.14
BATS, 2010-08-21,10,36.663,28.72,0.957,2046.67,2397.98
BATS, 2010-09-06,10,36.2109,27.774,1.055,2023.74,2372.685
BATS, 2010-10-07,10,36.5091,26,0.963,2048.25,2384.885
BATS, 2010-11-11,10,36.7937,24.241,0.896,2063.01,2402.805
BATS, 2010-12-09,10,36.6418,22.196,0.908,2064.15,2396.745
BATS, 2011-03-06,10,36.6622,18.923,0.724,2091.01,2391.515
BATS, 2011-03-27,10,36.68065,19.2,0.769,2088.37,2392.725
BATS, 2011-04-27,10,36.7295,20.6,0.801,2089.36,2404.15
BATS, 2011-05-18,10,36.8178,20.9,0.865,2088.7,2405.65
BATS, 2011-06-16,10,36.7971,23.6,0.868,2070.55,2398.99
BATS, 2011-07-07,10,36.879,26.2,0.882,2076.77,2410.22
BATS, 2011-08-19,10,36.693,27.8,0.903,2057.96,2400.61
BATS, 2011-09-13,10,36.692,27.7,0.947,2051.61,2405.22
BATS, 2011-09-16,10,36.165,27.2,0.973,2024.45,2373.76
BATS, 2011-11-18,10,36.464,24.2,0.958,2046.43,2392.13
BATS, 2011-12-09,10,36.606,22.4,0.888,2058.76,2399.42
BATS, 2012-01-30,10,36.436,21,   NaN,2064.86,2391.88
BATS, 2012-02-10,10,36.535,20.5,0.816,2070.63,2397.08
BATS, 2012-03-09,10,36.582,20.3,0.781,2076.69,2392.22
BATS, 2012-04-12,10,36.6698,20.6,0.75,2081.55,      NaN
BATS, 2012-05-20,10,36.5451,21.4,   NaN,     NaN,      NaN
BATS, 2012-06-19,10,36.345,23.05,0.837,2056.1,2377.49
BATS, 2012-07-13,10,         NaN,26.8344,0.816,2058.63,      NaN
BATS, 2012-08-21,10,         NaN,28.6295,0.747,2046.33,      NaN
BATS, 2012-08-21,10,         NaN,     NaN,0.831,2040.83,      NaN
BATS, 2012-09-13,10,         NaN,27.4388,0.851,2044.96,      NaN
BATS, 2012-10-20,10,         NaN,     NaN,0.828,2043.56,2382.41
BATS, 2012-11-15,10,36.2633,     NaN,0.847,2044.11,2352.67
BATS, 2012-12-12,10,36.43,22.5364,0.867,2054.69,2387.01
BATS, 2013-01-23,10,36.5705,21.0504,0.714,2077.14,2387.31
BATS, 2013-02-13,10,36.5712,19.6909,0.723,2081.53,2393.02
BATS, 2013-03-13,10,36.5734,     NaN,0.641,2093.37,2374.085
BATS, 2013-05-16,10,36.6378,21.347,0.745,2080.13,2396.775
BATS, 2013-07-06,10,36.7522,26.97,0.737,2080.31,2388.37
BATS, 2013-08-03,10,36.5894,     NaN,0.88,2054.6,2396.445
BATS, 2013-09-18,10,36.4901,     NaN,0.854,2045.71,2386.58
BATS, 2013-10-20,10,36.1546,     NaN,0.956,2025.38,2367.935
BATS, 2013-11-15,10,36.3327,23.7182,0.878,2043.81,2379.89
BATS, 2013-12-10,10,36.4888,22.5421,0.874,2054.77,2390.125
BATS, 2014-03-06,10,36.462025,     NaN,0.778,2066.24,2389.13
BATS, 2014-04-12,10,36.54523333,     NaN,0.777,2072.7,2391.655
BATS, 2014-04-30,10,36.6259,     NaN,0.752,2075.73,2397.575
BATS, 2014-06-13,10,36.5479,     NaN,0.775,2066.96,2390.48
BATS, 2014-08-22,10,         NaN,     NaN,0.908,2032.35,2375.42
BATS, 2014-09-14,10,36.4438,27.9537,0.83,2044.6,2383.35
BATS, 2014-10-29,10,36.3428,24.4056,0.828,2049.31,2377.21
BATS, 2014-11-21,10,36.4997,     NaN,0.825,2051.38,2384.635
BATS, 2014-12-11,10,36.6061,     NaN,0.831,2058.47,2395.605
BATS, 2015-02-04,10,36.5214,20.9024,0.714,2072.21,2389.66
BATS, 2015-03-13,10,         NaN,20.006,0.649,     NaN,      NaN
BATS, 2015-04-09,10,         NaN,21.4361,0.591,2085.05,      NaN
BATS, 2015-05-13,10,         NaN,22.1008,0.646,2078.44,      NaN
BATS, 2015-06-24,10,36.627,26.5466,0.724,2074.23,2398.57
BATS, 2015-07-17,10,         NaN,27.6776,0.89,2043.27,      NaN
BATS, 2015-09-13,10,36.322,28.1976,0.83,2034.46,2379.62
BATS, 2015-11-29,10,36.493,23.4446,0.797,2057.06,2390.9
BATS, 2015-12-13,10,36.467,23.1123,0.788,2057.11,2386.74
BATS, 2016-03-09,10,36.665,21.1342,0.704,2075.85,2398.53
BATS, 2016-06-15,10,36.5147,25.1839,0.676,2068.96,2389.74
BATS, 2016-07-23,10,36.4778,28.5679,0.699,2055.25,2385.005
BATS, 2016-07-23,10,36.4785,     NaN,0.712,2056.61,2385.515
BATS, 2016-08-19,10,36.49634167,29.3058,0.779,2047.31,2386.46
BATS, 2016-09-21,10,36.68949167,28.7737,0.802,2049.28,2396.275
BATS, 2016-09-21,10,36.69015,     NaN,0.783,2049.42,2398.7
BATS, 2016-10-19,10,         NaN,26.164,0.84,2056.04,      NaN
BATS, 2016-10-19,10,         NaN,     NaN,0.851,2056.59,      NaN
BATS, 2016-11-20,10,36.623,22.9508,0.771,2064.29,2390.76
BATS, 2016-12-14,10,36.609,     NaN,0.73,2070.26,2394.12
BATS, 2017-01-07,10,36.623,     NaN,0.719,2070.48,2393.59
BATS, 2017-02-19,10,36.775,     NaN,0.666,2083.82,2404.82
BATS, 2017-04-10,10,36.733,     NaN,0.652,2088.39,2401.38
